"codigo_funcionario","email_funcionario","codigo_empresa","valor_beneficio"
"8997","","3","824"
"8998","","2","844"
"8999","","3","798"
"9000","","7","852"
"9001","","4","1021"
"9002","","1","779"
"9003","","3","971"
"9004","","6","638"
"9005","","6","929"
"9006","","8","652"
"9007","","4","995"
"9008","","8","754"
"9009","","3","1035"
"9010","","8","867"
"9011","","3","929"
"9012","","1","961"
"9013","","3","1033"
"9014","","1","897"
"9015","","5","991"
"9016","","8","704"
"9017","","8","660"
"9018","","5","1018"
"9019","","4","901"
"9020","","4","706"
"9021","","7","1026"
"9022","","2","836"
"9023","","7","724"
"9024","","3","907"
"9025","","8","668"
"9026","","8","846"
"9027","","4","1024"
"9028","","2","863"
"9029","","2","690"
"9030","","6","745"
"9031","","7","794"
"9032","","6","510"
"9033","","8","1003"
"9034","","3","584"
"9035","","3","670"
"9036","","5","837"
"9037","","2","716"
"9038","","3","565"
"9039","","1","596"
"9040","","2","516"
"9041","","1","663"
"9042","","3","593"
"9043","","8","877"
"9044","","5","1050"
"9045","","6","780"
"9046","","1","847"
"9047","","4","783"
"9048","","6","703"
"9049","","3","671"
"9050","","7","632"
"9051","","2","915"
"9052","","8","566"
"9053","","6","743"
"9054","","2","828"
"9055","","6","630"
"9056","","2","1030"
"9057","","5","943"
"9058","","3","911"
"9059","","8","648"
"9060","","4","514"
"9061","","1","1026"
"9062","","2","666"
"9063","","7","576"
"9064","","7","1010"
"9065","","5","1040"
"9066","","5","955"
"9067","","5","937"
"9068","","4","808"
"9069","","8","751"
"9070","","8","814"
"9071","","4","553"
"9072","","8","752"
"9073","","1","512"
"9074","","1","997"
"9075","","3","555"
"9076","","6","721"
"9077","","2","915"
"9078","","8","977"
"9079","","6","586"
"9080","","4","606"
"9081","","3","668"
"9082","","5","908"
"9083","","6","538"
"9084","","1","670"
"9085","","2","967"
"9086","","3","963"
"9087","","3","782"
"9088","","3","926"
"9089","","7","1049"
"9090","","2","605"
"9091","","2","1046"
"9092","","4","824"
"9093","","8","1009"
"9094","","4","655"
"9095","","3","716"
"9096","","2","960"
"9097","","7","899"
"9098","","5","772"
"9099","","7","924"
"9100","","7","710"
"9101","","7","657"
"9102","","1","525"
"9103","","1","904"
"9104","","2","630"
"9105","","2","602"
"9106","","4","624"
"9107","","4","501"
"9108","","3","811"
"9109","","6","553"
"9110","","7","593"
"9111","","6","629"
"9112","","5","905"
"9113","","6","584"
"9114","","5","863"
"9115","","7","945"
"9116","","1","667"
"9117","","1","566"
"9118","","4","568"
"9119","","4","913"
"9120","","1","895"
"9121","","8","947"
"9122","","6","788"
"9123","","3","905"
"9124","","7","600"
"9125","","1","863"
"9126","","2","508"
"9127","","4","505"
"9128","","2","617"
"9129","","2","520"
"9130","","7","783"
"9131","","3","973"
"9132","","6","969"
"9133","","1","961"
"9134","","8","533"
"9135","","6","595"
"9136","","6","841"
"9137","","6","950"
"9138","","3","593"
"9139","","3","669"
"9140","","2","710"
"9141","","4","612"
"9142","","7","808"
"9143","","3","805"
"9144","","4","561"
"9145","","1","605"
"9146","","2","1000"
"9147","","2","508"
"9148","","6","849"
"9149","","5","638"
"9150","","2","779"
"9151","","6","543"
"9152","","8","910"
"9153","","5","1022"
"9154","","4","1001"
"9155","","4","919"
"9156","","5","521"
"9157","","5","955"
"9158","","5","806"
"9159","","4","516"
"9160","","6","576"
"9161","","8","772"
"9162","","7","751"
"9163","","7","970"
"9164","","3","1012"
"9165","","1","813"
"9166","","7","642"
"9167","","1","578"
"9168","","7","513"
"9169","","6","911"
"9170","","1","589"
"9171","","2","684"
"9172","","4","625"
"9173","","3","620"
"9174","","6","842"
"9175","","8","898"
"9176","","5","686"
"9177","","5","698"
"9178","","7","767"
"9179","","7","750"
"9180","","3","773"
"9181","","3","862"
"9182","","3","1045"
"9183","","7","834"
"9184","","7","513"
"9185","","6","1047"
"9186","","2","819"
"9187","","3","867"
"9188","","1","543"
"9189","","4","825"
"9190","","5","774"
"9191","","2","866"
"9192","","6","586"
"9193","","6","957"
"9194","","5","839"
"9195","","4","702"
"9196","","4","901"
"9197","","5","664"
"9198","","8","816"
"9199","","2","858"
"9200","","8","977"
"9201","","6","1043"
"9202","","5","808"
"9203","","4","967"
"9204","","6","752"
"9205","","6","576"
"9206","","7","692"
"9207","","5","770"
"9208","","5","1012"
"9209","","5","704"
"9210","","6","612"
"9211","","7","967"
"9212","","3","687"
"9213","","5","612"
"9214","","1","809"
"9215","","8","890"
"9216","","2","1014"
"9217","","4","959"
"9218","","3","916"
"9219","","3","752"
"9220","","1","574"
"9221","","4","941"
"9222","","8","983"
"9223","","7","709"
"9224","","5","914"
"9225","","7","601"
"9226","","1","923"
"9227","","4","833"
"9228","","4","740"
"9229","","3","771"
"9230","","5","503"
"9231","","8","977"
"9232","","7","848"
"9233","","1","902"
"9234","","2","1037"
"9235","","1","708"
"9236","","4","933"
"9237","","6","512"
"9238","","2","519"
"9239","","7","696"
"9240","","7","823"
"9241","","7","647"
"9242","","5","781"
"9243","","6","951"
"9244","","3","934"
"9245","","8","672"
"9246","","2","968"
"9247","","7","826"
"9248","","6","969"
"9249","","5","900"
"9250","","7","957"
"9251","","2","707"
"9252","","8","762"
"9253","","2","944"
"9254","","4","1008"
"9255","","4","771"
"9256","","1","809"
"9257","","4","782"
"9258","","6","534"
"9259","","1","779"
"9260","","2","898"
"9261","","5","910"
"9262","","2","844"
"9263","","7","781"
"9264","","4","990"
"9265","","6","760"
"9266","","1","616"
"9267","","3","702"
"9268","","6","931"
"9269","","1","742"
"9270","","6","933"
"9271","","4","597"
"9272","","4","577"
"9273","","3","870"
"9274","","1","615"
"9275","","5","508"
"9276","","1","897"
"9277","","4","965"
"9278","","8","907"
"9279","","8","608"
"9280","","6","987"
"9281","","3","799"
"9282","","5","514"
"9283","","1","1033"
"9284","","6","641"
"9285","","4","508"
"9286","","8","590"
"9287","","5","614"
"9288","","3","740"
"9289","","1","525"
"9290","","7","512"
"9291","","5","783"
"9292","","6","648"
"9293","","5","689"
"9294","","4","1003"
"9295","","2","652"
"9296","","1","785"
"9297","","4","960"
"9298","","2","612"
"9299","","1","522"
"9300","","2","675"
"9301","","1","1027"
"9302","","6","1004"
"9303","","2","1020"
"9304","","2","764"
"9305","","8","857"
"9306","","5","557"
"9307","","4","868"
"9308","","1","750"
"9309","","6","701"
"9310","","8","702"
"9311","","7","768"
"9312","","4","988"
"9313","","4","550"
"9314","","8","582"
"9315","","8","926"
"9316","","1","885"
"9317","","7","858"
"9318","","6","946"
"9319","","6","563"
"9320","","3","533"
"9321","","4","716"
"9322","","3","592"
"9323","","8","821"
"9324","","6","666"
"9325","","7","682"
"9326","","1","771"
"9327","","3","761"
"9328","","6","886"
"9329","","4","619"
"9330","","8","705"
"9331","","7","972"
"9332","","7","1039"
"9333","","8","947"
"9334","","1","983"
"9335","","4","663"
"9336","","4","551"
"9337","","4","800"
"9338","","8","615"
"9339","","1","802"
"9340","","2","864"
"9341","","2","844"
"9342","","2","713"
"9343","","2","524"
"9344","","7","811"
"9345","","6","636"
"9346","","4","1030"
"9347","","6","715"
"9348","","4","803"
"9349","","5","950"
"9350","","3","898"
"9351","","5","959"
"9352","","2","734"
"9353","","1","911"
"9354","","6","760"
"9355","","3","1044"
"9356","","5","590"
"9357","","4","514"
"9358","","7","811"
"9359","","8","509"
"9360","","5","649"
"9361","","3","1013"
"9362","","6","698"
"9363","","5","1034"
"9364","","5","675"
"9365","","6","954"
"9366","","4","689"
"9367","","4","570"
"9368","","5","856"
"9369","","6","511"
"9370","","4","716"
"9371","","4","626"
"9372","","2","525"
"9373","","1","1002"
"9374","","5","865"
"9375","","4","835"
"9376","","5","584"
"9377","","6","709"
"9378","","8","875"
"9379","","1","785"
"9380","","5","860"
"9381","","1","1035"
"9382","","2","951"
"9383","","7","621"
"9384","","2","906"
"9385","","1","970"
"9386","","7","838"
"9387","","4","929"
"9388","","8","670"
"9389","","5","897"
"9390","","4","689"
"9391","","5","952"
"9392","","2","594"
"9393","","4","719"
"9394","","4","846"
"9395","","1","741"
"9396","","7","968"
"9397","","3","501"
"9398","","7","901"
"9399","","8","679"
"9400","","5","608"
"9401","","8","778"
"9402","","3","547"
"9403","","2","812"
"9404","","1","757"
"9405","","8","715"
"9406","","4","1036"
"9407","","5","688"
"9408","","8","688"
"9409","","2","1032"
"9410","","4","825"
"9411","","7","974"
"9412","","4","1005"
"9413","","8","698"
"9414","","7","865"
"9415","","8","779"
"9416","","6","638"
"9417","","6","562"
"9418","","1","1050"
"9419","","5","927"
"9420","","4","835"
"9421","","1","941"
"9422","","2","656"
"9423","","6","606"
"9424","","3","550"
"9425","","8","875"
"9426","","5","536"
"9427","","3","937"
"9428","","5","754"
"9429","","6","741"
"9430","","6","517"
"9431","","7","794"
"9432","","4","677"
"9433","","7","786"
"9434","","8","1027"
"9435","","5","954"
"9436","","6","842"
"9437","","2","977"
"9438","","2","797"
"9439","","1","574"
"9440","","6","720"
"9441","","6","689"
"9442","","3","505"
"9443","","7","930"
"9444","","7","1041"
"9445","","8","1013"
"9446","","3","831"
"9447","","4","762"
"9448","","1","813"
"9449","","1","950"
"9450","","5","559"
"9451","","8","956"
"9452","","2","917"
"9453","","1","843"
"9454","","3","597"
"9455","","8","892"
"9456","","7","516"
"9457","","1","553"
"9458","","3","1011"
"9459","","2","969"
"9460","","3","788"
"9461","","3","612"
"9462","","6","611"
"9463","","6","835"
"9464","","7","619"
"9465","","2","566"
"9466","","8","591"
"9467","","7","671"
"9468","","1","867"
"9469","","6","562"
"9470","","3","1016"
"9471","","8","752"
"9472","","3","699"
"9473","","5","717"
"9474","","5","746"
"9475","","5","927"
"9476","","7","768"
"9477","","2","964"
"9478","","2","890"
"9479","","5","671"
"9480","","1","752"
"9481","","8","896"
"9482","","5","874"
"9483","","2","631"
"9484","","4","725"
"9485","","3","908"
"9486","","7","927"
"9487","","4","524"
"9488","","5","702"
"9489","","2","673"
"9490","","1","572"
"9491","","3","970"
"9492","","2","615"
"9493","","8","718"
"9494","","3","655"
"9495","","6","638"
"9496","","2","959"
"9497","","4","538"
"9498","","4","850"
"9499","","1","959"
"9500","","1","952"
"9501","","1","755"
"9502","","3","861"
"9503","","8","904"
"9504","","5","1033"
"9505","","3","1024"
"9506","","5","792"
"9507","","1","873"
"9508","","5","568"
"9509","","4","878"
"9510","","3","810"
"9511","","2","580"
"9512","","2","599"
"9513","","7","647"
"9514","","1","693"
"9515","","4","998"
"9516","","6","772"
"9517","","1","742"
"9518","","8","549"
"9519","","4","668"
"9520","","8","712"
"9521","","5","650"
"9522","","7","1038"
"9523","","3","1040"
"9524","","6","575"
"9525","","4","862"
"9526","","3","548"
"9527","","2","798"
"9528","","7","878"
"9529","","2","574"
"9530","","8","654"
"9531","","1","931"
"9532","","4","1046"
"9533","","6","888"
"9534","","1","902"
"9535","","3","843"
"9536","","4","738"
"9537","","2","613"
"9538","","6","574"
"9539","","6","1027"
"9540","","3","733"
"9541","","1","549"
"9542","","7","526"
"9543","","2","811"
"9544","","7","958"
"9545","","6","847"
"9546","","6","861"
"9547","","2","755"
"9548","","2","920"
"9549","","1","1038"
"9550","","5","507"
"9551","","3","623"
"9552","","2","1014"
"9553","","2","1003"
"9554","","6","893"
"9555","","1","699"
"9556","","5","568"
"9557","","5","1039"
"9558","","5","920"
"9559","","3","883"
"9560","","1","789"
"9561","","3","923"
"9562","","8","624"
"9563","","6","829"
"9564","","4","748"
"9565","","5","610"
"9566","","4","980"
"9567","","1","749"
"9568","","1","806"
"9569","","8","1001"
"9570","","6","514"
"9571","","5","705"
"9572","","5","829"
"9573","","2","723"
"9574","","7","852"
"9575","","1","975"
"9576","","6","792"
"9577","","8","520"
"9578","","1","726"
"9579","","4","692"
"9580","","3","1034"
"9581","","3","975"
"9582","","7","828"
"9583","","8","971"
"9584","","5","771"
"9585","","7","807"
"9586","","4","869"
"9587","","3","505"
"9588","","8","585"
"9589","","3","958"
"9590","","7","889"
"9591","","2","557"
"9592","","8","931"
"9593","","8","697"
"9594","","6","654"
"9595","","8","785"
"9596","","1","964"
"9597","","8","982"
"9598","","3","829"
"9599","","4","1008"
"9600","","1","884"
"9601","","3","637"
"9602","","7","868"
"9603","","2","879"
"9604","","8","653"
"9605","","3","832"
"9606","","7","905"
"9607","","3","818"
"9608","","4","538"
"9609","","4","713"
"9610","","2","668"
"9611","","6","723"
"9612","","7","628"
"9613","","1","803"
"9614","","5","559"
"9615","","4","535"
"9616","","8","729"
"9617","","7","651"
"9618","","4","572"
"9619","","3","580"
"9620","","3","1048"
"9621","","1","653"
"9622","","4","698"
"9623","","7","616"
"9624","","6","683"
"9625","","7","775"
"9626","","6","585"
"9627","","2","676"
"9628","","8","506"
"9629","","8","1028"
"9630","","4","726"
"9631","","4","781"
"9632","","7","545"
"9633","","5","875"
"9634","","5","963"
"9635","","2","503"
"9636","","3","957"
"9637","","3","584"
"9638","","4","1018"
"9639","","6","949"
"9640","","2","528"
"9641","","3","632"
"9642","","1","762"
"9643","","8","581"
"9644","","5","692"
"9645","","5","791"
"9646","","7","928"
"9647","","2","746"
"9648","","4","520"
"9649","","4","634"
"9650","","7","895"
"9651","","5","557"
"9652","","6","552"
"9653","","4","538"
"9654","","5","547"
"9655","","5","744"
"9656","","8","910"
"9657","","7","767"
"9658","","6","605"
"9659","","5","679"
"9660","","4","867"
"9661","","8","691"
"9662","","3","675"
"9663","","8","812"
"9664","","7","616"
"9665","","3","725"
"9666","","4","879"
"9667","","4","508"
"9668","","4","731"
"9669","","6","671"
"9670","","7","990"
"9671","","4","1034"
"9672","","5","588"
"9673","","7","882"
"9674","","3","965"
"9675","","4","551"
"9676","","3","949"
"9677","","7","549"
"9678","","1","674"
"9679","","6","706"
"9680","","4","782"
"9681","","5","575"
"9682","","1","949"
"9683","","1","861"
"9684","","4","876"
"9685","","2","513"
"9686","","4","655"
"9687","","6","968"
"9688","","7","590"
"9689","","7","1030"
"9690","","3","726"
"9691","","6","766"
"9692","","1","949"
"9693","","3","1026"
"9694","","8","787"
"9695","","4","906"
"9696","","5","1023"
"9697","","5","549"
"9698","","2","729"
"9699","","6","552"
"9700","","8","646"
"9701","","5","821"
"9702","","5","818"
"9703","","5","689"
"9704","","1","907"
"9705","","5","551"
"9706","","3","1028"
"9707","","5","528"
"9708","","7","764"
"9709","","8","589"
"9710","","6","942"
"9711","","2","809"
"9712","","8","517"
"9713","","4","549"
"9714","","3","756"
"9715","","6","985"
"9716","","5","542"
"9717","","2","1009"
"9718","","2","526"
"9719","","7","967"
"9720","","8","643"
"9721","","7","891"
"9722","","2","982"
"9723","","3","1046"
"9724","","7","780"
"9725","","4","1001"
"9726","","5","770"
"9727","","2","943"
"9728","","2","969"
"9729","","5","741"
"9730","","7","549"
"9731","","6","838"
"9732","","4","577"
"9733","","6","592"
"9734","","2","754"
"9735","","1","746"
"9736","","7","522"
"9737","","1","702"
"9738","","7","692"
"9739","","5","816"
"9740","","6","586"
"9741","","1","955"
"9742","","7","740"
"9743","","8","868"
"9744","","8","944"
"9745","","3","777"
"9746","","3","827"
"9747","","6","578"
"9748","","7","596"
"9749","","8","896"
"9750","","5","799"
"9751","","8","934"
"9752","","1","843"
"9753","","1","629"
"9754","","5","668"
"9755","","8","798"
"9756","","8","844"
"9757","","4","1033"
"9758","","5","965"
"9759","","5","958"
"9760","","8","718"
"9761","","2","568"
"9762","","1","567"
"9763","","8","763"
"9764","","8","802"
"9765","","8","531"
"9766","","4","867"
"9767","","1","937"
"9768","","8","692"
"9769","","4","957"
"9770","","4","933"
"9771","","5","990"
"9772","","3","839"
"9773","","8","588"
"9774","","1","792"
"9775","","7","844"
"9776","","2","881"
"9777","","1","882"
"9778","","5","816"
"9779","","7","746"
"9780","","7","658"
"9781","","2","1014"
"9782","","4","850"
"9783","","5","880"
"9784","","5","633"
"9785","","5","762"
"9786","","8","921"
"9787","","7","831"
"9788","","4","655"
"9789","","8","573"
"9790","","3","890"
"9791","","3","500"
"9792","","6","813"
"9793","","8","553"
"9794","","8","945"
"9795","","8","591"
"9796","","1","742"
"9797","","1","566"
"9798","","5","962"
"9799","","2","759"
"9800","","5","701"
"9801","","2","940"
"9802","","4","613"
"9803","","7","933"
"9804","","1","846"
"9805","","2","1026"
"9806","","7","797"
"9807","","5","523"
"9808","","4","564"
"9809","","3","794"
"9810","","6","1040"
"9811","","6","970"
"9812","","6","727"
"9813","","7","799"
"9814","","5","1050"
"9815","","4","962"
"9816","","6","554"
"9817","","3","735"
"9818","","6","548"
"9819","","8","654"
"9820","","8","801"
"9821","","8","1017"
"9822","","5","810"
"9823","","3","671"
"9824","","8","513"
"9825","","2","875"
"9826","","6","760"
"9827","","6","760"
"9828","","7","744"
"9829","","2","622"
"9830","","4","1018"
"9831","","4","634"
"9832","","7","1030"
"9833","","2","979"
"9834","","3","992"
"9835","","3","820"
"9836","","5","695"
"9837","","4","619"
"9838","","4","525"
"9839","","3","603"
"9840","","6","702"
"9841","","2","711"
"9842","","1","975"
"9843","","5","836"
"9844","","2","706"
"9845","","2","859"
"9846","","4","763"
"9847","","8","884"
"9848","","8","654"
"9849","","3","1030"
"9850","","8","777"
"9851","","8","926"
"9852","","3","961"
"9853","","4","596"
